Year,Month,Day,Hour,PV_GENERATION_2,WT_GENERATION,SMP,Factor_ADJ,고압B 선택2,고압B 선택3,고압C 선택2
2026,2,28,9,0.3476,0.616,110.91,0.8124,0.8124,0.8367,0.7961
2026,2,28,10,0.4135,0.5095,127.52,0.8266,0.8266,0.8514,0.8101
2026,2,28,11,0.6151,0.616,112.98,0.8492,0.8492,0.8747,0.8323
2026,2,28,12,0.5745,0.632,133.48,0.8788,0.8788,0.9051,0.8612
2026,2,28,13,0.5705,0.5735,131.07,0.9131,0.9131,0.9405,0.8949
2026,2,28,14,0.4459,0.3022,136.87,0.95,0.95,0.9785,0.931
2026,2,28,15,0.3982,0.5968,124.3,0.9869,0.9869,1.0165,0.9671
2026,2,28,16,0.3073,0.7764,134.78,1.0212,1.0212,1.0519,1.0008
2026,2,28,17,0.1393,0.567,147.91,1.0508,1.0508,1.0823,1.0297
2026,2,28,18,0.0,0.5543,121.28,1.0734,1.0734,1.1056,1.0519
2026,2,28,19,0.0,0.4643,122.1,1.0876,1.0876,1.1203,1.0659
2026,2,28,20,0.0,0.6916,130.88,1.0925,1.0925,1.1253,1.0706
2026,2,28,21,0.0,0.5837,106.99,1.0876,1.0876,1.1203,1.0659
2026,2,28,22,0.0,0.829,100.11,1.0734,1.0734,1.1056,1.0519
2026,2,28,23,0.0,0.4614,83.3,1.0508,1.0508,1.0823,1.0297
2026,3,1,0,0.0,0.6425,100.07,0.9819,0.9819,1.0114,0.9623
2026,3,1,1,0.0,0.7651,77.23,0.9489,0.9489,0.9773,0.9299
2026,3,1,2,0.0,0.65,86.41,0.9134,0.9134,0.9408,0.8951
2026,3,1,3,0.0,0.5717,71.82,0.8779,0.8779,0.9043,0.8604
2026,3,1,4,0.0,0.6512,92.14,0.8449,0.8449,0.8702,0.828
2026,3,1,5,0.0,0.4703,93.51,0.8165,0.8165,0.841,0.8002
2026,3,1,6,0.0,0.4055,88.61,0.7947,0.7947,0.8186,0.7788
2026,3,1,7,0.0885,0.5784,107.03,0.7811,0.7811,0.8045,0.7654
2026,3,1,8,0.3149,0.5168,101.41,0.7764,0.7764,0.7997,0.7609
2026,3,1,9,0.5114,0.3997,102.93,0.7811,0.7811,0.8045,0.7654
2026,3,1,10,0.6588,0.4673,132.65,0.7947,0.7947,0.8186,0.7788
2026,3,1,11,0.6785,0.3639,132.32,0.8165,0.8165,0.841,0.8002
2026,3,1,12,0.7315,0.5622,137.2,0.8449,0.8449,0.8702,0.828
2026,3,1,13,0.6435,0.4597,130.28,0.8779,0.8779,0.9043,0.8604
2026,3,1,14,0.5417,0.4434,144.84,0.9134,0.9134,0.9408,0.8951
2026,3,1,15,0.5068,0.3135,122.55,0.9489,0.9489,0.9773,0.9299
2026,3,1,16,0.4332,0.4642,128.97,0.9819,0.9819,1.0114,0.9623
2026,3,1,17,0.1675,0.2977,143.04,1.0103,1.0103,1.0406,0.9901
2026,3,1,18,0.0,0.6391,128.09,1.0321,1.0321,1.063,1.0114
2026,3,1,19,0.0,0.6465,124.55,1.0457,1.0457,1.0771,1.0248
2026,3,1,20,0.0,0.5774,122.22,1.0504,1.0504,1.0819,1.0294
2026,3,1,21,0.0,0.5498,112.78,1.0457,1.0457,1.0771,1.0248
2026,3,1,22,0.0,0.4471,118.85,1.0321,1.0321,1.063,1.0114
2026,3,1,23,0.0,0.3662,97.53,1.0103,1.0103,1.0406,0.9901
2026,3,2,0,0.0,0.4768,95.54,0.9819,0.9819,1.0114,0.9623
2026,3,2,1,0.0,0.4235,90.87,0.9489,0.9489,0.9773,0.9299
2026,3,2,2,0.0,0.4547,73.2,0.9134,0.9134,0.9408,0.8951
2026,3,2,3,0.0,0.4761,76.2,0.8779,0.8779,0.9043,0.8604
2026,3,2,4,0.0,0.2669,86.95,0.8449,0.8449,0.8702,0.828
2026,3,2,5,0.0,0.5335,92.56,0.8165,0.8165,0.841,0.8002
2026,3,2,6,0.0284,0.2431,81.43,0.7947,0.7947,0.8186,0.7788
2026,3,2,7,0.2798,0.3493,102.39,0.7811,0.7811,0.8045,0.7654
2026,3,2,8,0.3157,0.4846,98.46,0.7764,0.7764,0.7997,0.7609
2026,3,2,9,0.5231,0.4914,106.41,0.7811,0.7811,0.8045,0.7654
2026,3,2,10,0.5537,0.5071,106.77,0.7947,0.7947,0.8186,0.7788
2026,3,2,11,0.6975,0.7902,133.3,0.8165,0.8165,0.841,0.8002
2026,3,2,12,0.7359,0.4647,112.17,0.8449,0.8449,0.8702,0.828
2026,3,2,13,0.61,0.6289,125.33,0.8779,0.8779,0.9043,0.8604
2026,3,2,14,0.5713,0.4551,125.65,0.9134,0.9134,0.9408,0.8951
2026,3,2,15,0.4336,0.4689,127.87,0.9489,0.9489,0.9773,0.9299
2026,3,2,16,0.3129,0.3813,138.33,0.9819,0.9819,1.0114,0.9623
2026,3,2,17,0.1696,0.4536,136.43,1.0103,1.0103,1.0406,0.9901
2026,3,2,18,0.0,0.4416,131.44,1.0321,1.0321,1.063,1.0114
2026,3,2,19,0.0,0.5552,121.32,1.0457,1.0457,1.0771,1.0248
2026,3,2,20,0.0,0.4847,110.22,1.0504,1.0504,1.0819,1.0294
2026,3,2,21,0.0,0.3717,116.15,1.0457,1.0457,1.0771,1.0248
2026,3,2,22,0.0,0.5284,107.17,1.0321,1.0321,1.063,1.0114
2026,3,2,23,0.0,0.5087,97.87,1.0103,1.0103,1.0406,0.9901
2026,3,3,0,0.0,0.5586,99.8,0.9819,0.9819,1.0114,0.9623
2026,3,3,1,0.0,0.5843,87.54,0.9489,0.9489,0.9773,0.9299
2026,3,3,2,0.0,0.6414,87.68,0.9134,0.9134,0.9408,0.8951
2026,3,3,3,0.0,0.5509,87.26,0.8779,0.8779,0.9043,0.8604
2026,3,3,4,0.0,0.5046,79.97,0.8449,0.8449,0.8702,0.828
2026,3,3,5,0.0,0.5592,111.11,0.8165,0.8165,0.841,0.8002
2026,3,3,6,0.0,0.4835,88.75,0.7947,0.7947,0.8186,0.7788
2026,3,3,7,0.1568,0.6603,92.12,0.7811,0.7811,0.8045,0.7654
2026,3,3,8,0.3263,0.2845,97.47,0.7764,0.7764,0.7997,0.7609
2026,3,3,9,0.4096,0.5508,132.4,0.7811,0.7811,0.8045,0.7654
2026,3,3,10,0.5879,0.275,123.67,0.7947,0.7947,0.8186,0.7788
2026,3,3,11,0.6398,0.6309,120.24,0.8165,0.8165,0.841,0.8002
2026,3,3,12,0.6684,0.4536,133.74,0.8449,0.8449,0.8702,0.828
2026,3,3,13,0.6648,0.4154,130.06,0.8779,0.8779,0.9043,0.8604
2026,3,3,14,0.5426,0.5226,119.85,0.9134,0.9134,0.9408,0.8951
2026,3,3,15,0.4728,0.5661,137.42,0.9489,0.9489,0.9773,0.9299
2026,3,3,16,0.3795,0.4672,143.51,0.9819,0.9819,1.0114,0.9623
2026,3,3,17,0.2274,0.5285,139.07,1.0103,1.0103,1.0406,0.9901
2026,3,3,18,0.0375,0.4223,116.93,1.0321,1.0321,1.063,1.0114
2026,3,3,19,0.0,0.5254,126.87,1.0457,1.0457,1.0771,1.0248
2026,3,3,20,0.0,0.6059,108.98,1.0504,1.0504,1.0819,1.0294
2026,3,3,21,0.0,0.3662,113.68,1.0457,1.0457,1.0771,1.0248
2026,3,3,22,0.0,0.4665,88.44,1.0321,1.0321,1.063,1.0114
2026,3,3,23,0.0,0.52,82.68,1.0103,1.0103,1.0406,0.9901
2026,3,4,0,0.0,0.3616,103.14,0.9819,0.9819,1.0114,0.9623
2026,3,4,1,0.0,0.694,78.62,0.9489,0.9489,0.9773,0.9299
2026,3,4,2,0.0,0.4355,86.19,0.9134,0.9134,0.9408,0.8951
2026,3,4,3,0.0,0.6887,81.06,0.8779,0.8779,0.9043,0.8604
2026,3,4,4,0.0,0.4178,98.24,0.8449,0.8449,0.8702,0.828
2026,3,4,5,0.0,0.43,94.13,0.8165,0.8165,0.841,0.8002
2026,3,4,6,0.0,0.4545,79.05,0.7947,0.7947,0.8186,0.7788
2026,3,4,7,0.1284,0.5757,97.1,0.7811,0.7811,0.8045,0.7654
2026,3,4,8,0.334,0.3852,101.76,0.7764,0.7764,0.7997,0.7609
2026,3,4,9,0.51,0.5929,89.0,0.7811,0.7811,0.8045,0.7654
2026,3,4,10,0.5646,0.4941,115.68,0.7947,0.7947,0.8186,0.7788
2026,3,4,11,0.6963,0.5071,120.06,0.8165,0.8165,0.841,0.8002
2026,3,4,12,0.6737,0.4455,136.87,0.8449,0.8449,0.8702,0.828
2026,3,4,13,0.6395,0.4675,133.12,0.8779,0.8779,0.9043,0.8604
2026,3,4,14,0.6842,0.439,141.82,0.9134,0.9134,0.9408,0.8951
2026,3,4,15,0.5566,0.4673,133.31,0.9489,0.9489,0.9773,0.9299
2026,3,4,16,0.3335,0.4443,140.98,0.9819,0.9819,1.0114,0.9623
2026,3,4,17,0.1927,0.5032,122.65,1.0103,1.0103,1.0406,0.9901
2026,3,4,18,0.0,0.7322,126.26,1.0321,1.0321,1.063,1.0114
2026,3,4,19,0.0,0.382,133.95,1.0457,1.0457,1.0771,1.0248
2026,3,4,20,0.0,0.5088,121.1,1.0504,1.0504,1.0819,1.0294
2026,3,4,21,0.0,0.4584,107.45,1.0457,1.0457,1.0771,1.0248
2026,3,4,22,0.0,0.4546,92.47,1.0321,1.0321,1.063,1.0114
2026,3,4,23,0.0,0.4644,99.87,1.0103,1.0103,1.0406,0.9901
2026,3,5,0,0.0,0.6971,93.01,0.9819,0.9819,1.0114,0.9623
2026,3,5,1,0.0,0.1949,87.6,0.9489,0.9489,0.9773,0.9299
2026,3,5,2,0.0,0.8037,92.78,0.9134,0.9134,0.9408,0.8951
2026,3,5,3,0.0,0.3777,89.73,0.8779,0.8779,0.9043,0.8604
2026,3,5,4,0.0,0.386,75.02,0.8449,0.8449,0.8702,0.828
2026,3,5,5,0.0,0.4332,89.08,0.8165,0.8165,0.841,0.8002
2026,3,5,6,0.0,0.3371,92.41,0.7947,0.7947,0.8186,0.7788
2026,3,5,7,0.1608,0.5224,87.78,0.7811,0.7811,0.8045,0.7654
2026,3,5,8,0.3857,0.3329,116.67,0.7764,0.7764,0.7997,0.7609
2026,3,5,9,0.4092,0.3439,113.34,0.7811,0.7811,0.8045,0.7654
2026,3,5,10,0.6894,0.5128,120.97,0.7947,0.7947,0.8186,0.7788
2026,3,5,11,0.677,0.3518,118.58,0.8165,0.8165,0.841,0.8002
2026,3,5,12,0.6394,0.3216,130.89,0.8449,0.8449,0.8702,0.828
2026,3,5,13,0.62,0.5133,121.24,0.8779,0.8779,0.9043,0.8604
2026,3,5,14,0.621,0.4164,145.4,0.9134,0.9134,0.9408,0.8951
2026,3,5,15,0.5112,0.6233,128.95,0.9489,0.9489,0.9773,0.9299
2026,3,5,16,0.3528,0.3573,130.84,0.9819,0.9819,1.0114,0.9623
2026,3,5,17,0.1681,0.3879,121.93,1.0103,1.0103,1.0406,0.9901
2026,3,5,18,0.0,0.1942,119.23,1.0321,1.0321,1.063,1.0114
2026,3,5,19,0.0,0.5503,109.71,1.0457,1.0457,1.0771,1.0248
2026,3,5,20,0.0,0.3108,130.8,1.0504,1.0504,1.0819,1.0294
2026,3,5,21,0.0,0.3986,112.57,1.0457,1.0457,1.0771,1.0248
2026,3,5,22,0.0,0.5521,108.83,1.0321,1.0321,1.063,1.0114
2026,3,5,23,0.0,0.2923,95.65,1.0103,1.0103,1.0406,0.9901
2026,3,6,0,0.0,0.2808,111.89,0.9819,0.9819,1.0114,0.9623
2026,3,6,1,0.0,0.2836,79.97,0.9489,0.9489,0.9773,0.9299
2026,3,6,2,0.0,0.3501,73.88,0.9134,0.9134,0.9408,0.8951
2026,3,6,3,0.0,0.6373,104.38,0.8779,0.8779,0.9043,0.8604
2026,3,6,4,0.0,0.4179,75.29,0.8449,0.8449,0.8702,0.828
2026,3,6,5,0.0,0.2066,86.4,0.8165,0.8165,0.841,0.8002
2026,3,6,6,0.0,0.3968,94.09,0.7947,0.7947,0.8186,0.7788
2026,3,6,7,0.2009,0.5138,94.97,0.7811,0.7811,0.8045,0.7654
2026,3,6,8,0.2949,0.5549,103.63,0.7764,0.7764,0.7997,0.7609
2026,3,6,9,0.5394,0.5698,98.63,0.7811,0.7811,0.8045,0.7654
2026,3,6,10,0.5345,0.3843,108.02,0.7947,0.7947,0.8186,0.7788
2026,3,6,11,0.7139,0.5172,131.29,0.8165,0.8165,0.841,0.8002
2026,3,6,12,0.7198,0.5,137.28,0.8449,0.8449,0.8702,0.828
2026,3,6,13,0.6996,0.4832,143.49,0.8779,0.8779,0.9043,0.8604
2026,3,6,14,0.612,0.4385,127.45,0.9134,0.9134,0.9408,0.8951
2026,3,6,15,0.5301,0.6234,134.6,0.9489,0.9489,0.9773,0.9299
2026,3,6,16,0.4154,0.2386,133.7,0.9819,0.9819,1.0114,0.9623
2026,3,6,17,0.1792,0.3878,150.72,1.0103,1.0103,1.0406,0.9901
2026,3,6,18,0.0,0.4261,127.89,1.0321,1.0321,1.063,1.0114
2026,3,6,19,0.0,0.2347,116.42,1.0457,1.0457,1.0771,1.0248
2026,3,6,20,0.0,0.593,111.44,1.0504,1.0504,1.0819,1.0294
2026,3,6,21,0.0,0.3755,120.48,1.0457,1.0457,1.0771,1.0248
2026,3,6,22,0.0,0.6358,107.67,1.0321,1.0321,1.063,1.0114
2026,3,6,23,0.0,0.4204,95.58,1.0103,1.0103,1.0406,0.9901
2026,3,7,0,0.0,0.3785,84.36,0.9819,0.9819,1.0114,0.9623
2026,3,7,1,0.0,0.3497,83.4,0.9489,0.9489,0.9773,0.9299
2026,3,7,2,0.0,0.3508,73.34,0.9134,0.9134,0.9408,0.8951
2026,3,7,3,0.0,0.5013,86.88,0.8779,0.8779,0.9043,0.8604
2026,3,7,4,0.0,0.6791,80.51,0.8449,0.8449,0.8702,0.828
2026,3,7,5,0.0,0.5105,90.85,0.8165,0.8165,0.841,0.8002
2026,3,7,6,0.0,0.5643,98.52,0.7947,0.7947,0.8186,0.7788
2026,3,7,7,0.1975,0.4443,94.64,0.7811,0.7811,0.8045,0.7654
2026,3,7,8,0.2816,0.3783,98.55,0.7764,0.7764,0.7997,0.7609
2026,3,7,9,0.4388,0.5278,119.57,0.7811,0.7811,0.8045,0.7654
2026,3,7,10,0.5608,0.509,108.2,0.7947,0.7947,0.8186,0.7788
2026,3,7,11,0.6609,0.3922,127.32,0.8165,0.8165,0.841,0.8002
2026,3,7,12,0.6661,0.5964,125.71,0.8449,0.8449,0.8702,0.828
2026,3,7,13,0.6437,0.3246,133.68,0.8779,0.8779,0.9043,0.8604
2026,3,7,14,0.651,0.5078,152.06,0.9134,0.9134,0.9408,0.8951
2026,3,7,15,0.5665,0.4381,132.46,0.9489,0.9489,0.9773,0.9299
2026,3,7,16,0.3735,0.3744,143.48,0.9819,0.9819,1.0114,0.9623
2026,3,7,17,0.1993,0.5058,137.15,1.0103,1.0103,1.0406,0.9901
2026,3,7,18,0.0861,0.4955,126.77,1.0321,1.0321,1.063,1.0114
2026,3,7,19,0.0,0.656,130.24,1.0457,1.0457,1.0771,1.0248
2026,3,7,20,0.0,0.4365,116.51,1.0504,1.0504,1.0819,1.0294
2026,3,7,21,0.0,0.4984,112.89,1.0457,1.0457,1.0771,1.0248
2026,3,7,22,0.0,0.3122,91.19,1.0321,1.0321,1.063,1.0114
2026,3,7,23,0.0,0.3685,89.78,1.0103,1.0103,1.0406,0.9901
2026,3,8,0,0.0,0.3977,97.4,0.9819,0.9819,1.0114,0.9623
2026,3,8,1,0.0,0.4547,89.92,0.9489,0.9489,0.9773,0.9299
2026,3,8,2,0.0,0.3281,82.16,0.9134,0.9134,0.9408,0.8951
2026,3,8,3,0.0,0.5455,89.76,0.8779,0.8779,0.9043,0.8604
2026,3,8,4,0.0,0.3881,87.15,0.8449,0.8449,0.8702,0.828
2026,3,8,5,0.0,0.7389,88.21,0.8165,0.8165,0.841,0.8002
2026,3,8,6,0.0,0.4541,93.06,0.7947,0.7947,0.8186,0.7788
2026,3,8,7,0.1736,0.4712,85.95,0.7811,0.7811,0.8045,0.7654
2026,3,8,8,0.3019,0.4571,102.21,0.7764,0.7764,0.7997,0.7609
2026,3,8,9,0.4667,0.4538,110.49,0.7811,0.7811,0.8045,0.7654
2026,3,8,10,0.6507,0.4631,119.66,0.7947,0.7947,0.8186,0.7788
2026,3,8,11,0.6491,0.5437,125.51,0.8165,0.8165,0.841,0.8002
2026,3,8,12,0.7433,0.5606,132.39,0.8449,0.8449,0.8702,0.828
2026,3,8,13,0.6712,0.5044,140.16,0.8779,0.8779,0.9043,0.8604
2026,3,8,14,0.5736,0.3996,135.6,0.9134,0.9134,0.9408,0.8951
2026,3,8,15,0.5157,0.3761,134.4,0.9489,0.9489,0.9773,0.9299
2026,3,8,16,0.3453,0.2092,132.39,0.9819,0.9819,1.0114,0.9623
2026,3,8,17,0.1733,0.4558,142.98,1.0103,1.0103,1.0406,0.9901
2026,3,8,18,0.0,0.376,106.78,1.0321,1.0321,1.063,1.0114
2026,3,8,19,0.0,0.4173,119.33,1.0457,1.0457,1.0771,1.0248
2026,3,8,20,0.0,0.4138,125.33,1.0504,1.0504,1.0819,1.0294
2026,3,8,21,0.0,0.5783,110.62,1.0457,1.0457,1.0771,1.0248
2026,3,8,22,0.0,0.4305,111.74,1.0321,1.0321,1.063,1.0114
2026,3,8,23,0.0,0.4726,90.95,1.0103,1.0103,1.0406,0.9901
2026,3,9,0,0.0,0.2691,88.79,0.9819,0.9819,1.0114,0.9623
2026,3,9,1,0.0,0.5656,106.56,0.9489,0.9489,0.9773,0.9299
2026,3,9,2,0.0,0.4824,79.73,0.9134,0.9134,0.9408,0.8951
2026,3,9,3,0.0,0.3328,89.42,0.8779,0.8779,0.9043,0.8604
2026,3,9,4,0.0,0.2632,90.25,0.8449,0.8449,0.8702,0.828
2026,3,9,5,0.0,0.5731,91.84,0.8165,0.8165,0.841,0.8002
2026,3,9,6,0.0,0.5428,93.69,0.7947,0.7947,0.8186,0.7788
2026,3,9,7,0.1423,0.697,94.69,0.7811,0.7811,0.8045,0.7654
2026,3,9,8,0.3888,0.1848,113.74,0.7764,0.7764,0.7997,0.7609
2026,3,9,9,0.5684,0.4786,114.47,0.7811,0.7811,0.8045,0.7654
2026,3,9,10,0.6341,0.3979,120.85,0.7947,0.7947,0.8186,0.7788
2026,3,9,11,0.6357,0.4019,131.52,0.8165,0.8165,0.841,0.8002
2026,3,9,12,0.7487,0.3902,121.81,0.8449,0.8449,0.8702,0.828
2026,3,9,13,0.6439,0.5629,123.65,0.8779,0.8779,0.9043,0.8604
2026,3,9,14,0.6241,0.5646,133.44,0.9134,0.9134,0.9408,0.8951
2026,3,9,15,0.5455,0.4385,133.29,0.9489,0.9489,0.9773,0.9299
2026,3,9,16,0.3011,0.5971,128.02,0.9819,0.9819,1.0114,0.9623
2026,3,9,17,0.1987,0.4664,123.23,1.0103,1.0103,1.0406,0.9901
2026,3,9,18,0.0,0.6409,129.29,1.0321,1.0321,1.063,1.0114
2026,3,9,19,0.0,0.3539,124.94,1.0457,1.0457,1.0771,1.0248
2026,3,9,20,0.0,0.4575,144.1,1.0504,1.0504,1.0819,1.0294
2026,3,9,21,0.0,0.5092,106.96,1.0457,1.0457,1.0771,1.0248
2026,3,9,22,0.0,0.6454,88.8,1.0321,1.0321,1.063,1.0114
2026,3,9,23,0.0,0.4863,113.46,1.0103,1.0103,1.0406,0.9901
2026,3,10,0,0.0,0.4611,78.46,0.9819,0.9819,1.0114,0.9623
2026,3,10,1,0.0,0.4275,99.99,0.9489,0.9489,0.9773,0.9299
2026,3,10,2,0.0,0.5201,79.14,0.9134,0.9134,0.9408,0.8951
2026,3,10,3,0.0,0.3928,80.52,0.8779,0.8779,0.9043,0.8604
2026,3,10,4,0.0,0.5183,96.56,0.8449,0.8449,0.8702,0.828
2026,3,10,5,0.0,0.6013,92.0,0.8165,0.8165,0.841,0.8002
2026,3,10,6,0.0,0.3156,96.59,0.7947,0.7947,0.8186,0.7788
2026,3,10,7,0.1139,0.4479,99.93,0.7811,0.7811,0.8045,0.7654
2026,3,10,8,0.2931,0.3521,102.78,0.7764,0.7764,0.7997,0.7609
2026,3,10,9,0.5202,0.6024,114.86,0.7811,0.7811,0.8045,0.7654
2026,3,10,10,0.6099,0.3855,107.9,0.7947,0.7947,0.8186,0.7788
2026,3,10,11,0.6506,0.5242,125.19,0.8165,0.8165,0.841,0.8002
2026,3,10,12,0.595,0.3807,137.31,0.8449,0.8449,0.8702,0.828
2026,3,10,13,0.6801,0.305,150.5,0.8779,0.8779,0.9043,0.8604
2026,3,10,14,0.6048,0.5211,137.34,0.9134,0.9134,0.9408,0.8951
2026,3,10,15,0.4766,0.3877,151.97,0.9489,0.9489,0.9773,0.9299
2026,3,10,16,0.4002,0.5736,138.76,0.9819,0.9819,1.0114,0.9623
2026,3,10,17,0.131,0.6283,124.91,1.0103,1.0103,1.0406,0.9901
2026,3,10,18,0.0142,0.2783,111.35,1.0321,1.0321,1.063,1.0114
2026,3,10,19,0.0,0.5132,116.03,1.0457,1.0457,1.0771,1.0248
2026,3,10,20,0.0,0.2363,120.8,1.0504,1.0504,1.0819,1.0294
2026,3,10,21,0.0,0.7294,121.12,1.0457,1.0457,1.0771,1.0248
2026,3,10,22,0.0,0.4441,103.6,1.0321,1.0321,1.063,1.0114
2026,3,10,23,0.0,0.5815,106.48,1.0103,1.0103,1.0406,0.9901
2026,3,11,0,0.0,0.4338,92.6,0.9819,0.9819,1.0114,0.9623
2026,3,11,1,0.0,0.5111,92.78,0.9489,0.9489,0.9773,0.9299
2026,3,11,2,0.0,0.459,84.89,0.9134,0.9134,0.9408,0.8951
2026,3,11,3,0.0,0.6406,94.68,0.8779,0.8779,0.9043,0.8604
2026,3,11,4,0.0,0.5323,99.6,0.8449,0.8449,0.8702,0.828
2026,3,11,5,0.0,0.4286,101.33,0.8165,0.8165,0.841,0.8002
2026,3,11,6,0.0271,0.8675,82.78,0.7947,0.7947,0.8186,0.7788
2026,3,11,7,0.1467,0.5253,100.68,0.7811,0.7811,0.8045,0.7654
2026,3,11,8,0.4475,0.3948,110.77,0.7764,0.7764,0.7997,0.7609
2026,3,11,9,0.5531,0.5596,102.31,0.7811,0.7811,0.8045,0.7654
2026,3,11,10,0.6766,0.6225,121.27,0.7947,0.7947,0.8186,0.7788
2026,3,11,11,0.6864,0.5021,121.87,0.8165,0.8165,0.841,0.8002
2026,3,11,12,0.732,0.4787,120.89,0.8449,0.8449,0.8702,0.828
2026,3,11,13,0.6237,0.3848,133.43,0.8779,0.8779,0.9043,0.8604
2026,3,11,14,0.6049,0.5008,138.15,0.9134,0.9134,0.9408,0.8951
2026,3,11,15,0.4636,0.6509,132.86,0.9489,0.9489,0.9773,0.9299
2026,3,11,16,0.3283,0.5329,119.46,0.9819,0.9819,1.0114,0.9623
2026,3,11,17,0.1416,0.5927,117.75,1.0103,1.0103,1.0406,0.9901
2026,3,11,18,0.0559,0.6563,124.72,1.0321,1.0321,1.063,1.0114
2026,3,11,19,0.0,0.51,131.45,1.0457,1.0457,1.0771,1.0248
2026,3,11,20,0.0,0.419,123.41,1.0504,1.0504,1.0819,1.0294
2026,3,11,21,0.0,0.3945,106.18,1.0457,1.0457,1.0771,1.0248
2026,3,11,22,0.0,0.3791,106.27,1.0321,1.0321,1.063,1.0114
2026,3,11,23,0.0,0.614,96.03,1.0103,1.0103,1.0406,0.9901
2026,3,12,0,0.0,0.3225,83.66,0.9819,0.9819,1.0114,0.9623
2026,3,12,1,0.0,0.5224,103.1,0.9489,0.9489,0.9773,0.9299
2026,3,12,2,0.0,0.5222,82.76,0.9134,0.9134,0.9408,0.8951
2026,3,12,3,0.0,0.5669,83.08,0.8779,0.8779,0.9043,0.8604
2026,3,12,4,0.0,0.4296,78.18,0.8449,0.8449,0.8702,0.828
2026,3,12,5,0.0,0.644,68.04,0.8165,0.8165,0.841,0.8002
2026,3,12,6,0.0399,0.4194,89.04,0.7947,0.7947,0.8186,0.7788
2026,3,12,7,0.2658,0.3893,92.06,0.7811,0.7811,0.8045,0.7654
2026,3,12,8,0.3435,0.5247,99.99,0.7764,0.7764,0.7997,0.7609
2026,3,12,9,0.4163,0.3711,120.25,0.7811,0.7811,0.8045,0.7654
2026,3,12,10,0.61,0.5291,114.38,0.7947,0.7947,0.8186,0.7788
2026,3,12,11,0.6432,0.6763,120.99,0.8165,0.8165,0.841,0.8002
2026,3,12,12,0.6778,0.6065,121.9,0.8449,0.8449,0.8702,0.828
2026,3,12,13,0.6464,0.4762,131.65,0.8779,0.8779,0.9043,0.8604
2026,3,12,14,0.6192,0.726,136.84,0.9134,0.9134,0.9408,0.8951
2026,3,12,15,0.3761,0.5142,135.3,0.9489,0.9489,0.9773,0.9299
2026,3,12,16,0.3522,0.5045,133.92,0.9819,0.9819,1.0114,0.9623
2026,3,12,17,0.1785,0.5486,127.31,1.0103,1.0103,1.0406,0.9901
2026,3,12,18,0.0,0.8379,121.95,1.0321,1.0321,1.063,1.0114
2026,3,12,19,0.0,0.487,110.53,1.0457,1.0457,1.0771,1.0248
2026,3,12,20,0.0,0.489,109.0,1.0504,1.0504,1.0819,1.0294
2026,3,12,21,0.0,0.4219,118.36,1.0457,1.0457,1.0771,1.0248
2026,3,12,22,0.0,0.5316,108.08,1.0321,1.0321,1.063,1.0114
2026,3,12,23,0.0,0.2625,112.2,1.0103,1.0103,1.0406,0.9901
2026,3,13,0,0.0,0.332,104.55,0.9819,0.9819,1.0114,0.9623
2026,3,13,1,0.0,0.5976,92.97,0.9489,0.9489,0.9773,0.9299
2026,3,13,2,0.0,0.3724,87.06,0.9134,0.9134,0.9408,0.8951
2026,3,13,3,0.0,0.4185,85.23,0.8779,0.8779,0.9043,0.8604
2026,3,13,4,0.0,0.445,69.54,0.8449,0.8449,0.8702,0.828
2026,3,13,5,0.0,0.6096,87.7,0.8165,0.8165,0.841,0.8002
2026,3,13,6,0.0,0.4078,95.19,0.7947,0.7947,0.8186,0.7788
2026,3,13,7,0.1365,0.2044,100.76,0.7811,0.7811,0.8045,0.7654
2026,3,13,8,0.376,0.451,94.35,0.7764,0.7764,0.7997,0.7609
2026,3,13,9,0.4994,0.2993,101.78,0.7811,0.7811,0.8045,0.7654
2026,3,13,10,0.5687,0.5763,113.57,0.7947,0.7947,0.8186,0.7788
2026,3,13,11,0.6538,0.7096,125.32,0.8165,0.8165,0.841,0.8002
2026,3,13,12,0.7169,0.4306,122.91,0.8449,0.8449,0.8702,0.828
2026,3,13,13,0.5668,0.5912,135.24,0.8779,0.8779,0.9043,0.8604
2026,3,13,14,0.5973,0.4585,140.04,0.9134,0.9134,0.9408,0.8951
2026,3,13,15,0.4172,0.4042,125.91,0.9489,0.9489,0.9773,0.9299
2026,3,13,16,0.4386,0.5801,116.53,0.9819,0.9819,1.0114,0.9623
2026,3,13,17,0.1055,0.4591,127.87,1.0103,1.0103,1.0406,0.9901
2026,3,13,18,0.0,0.7084,130.18,1.0321,1.0321,1.063,1.0114
2026,3,13,19,0.0,0.532,116.96,1.0457,1.0457,1.0771,1.0248
2026,3,13,20,0.0,0.5617,113.43,1.0504,1.0504,1.0819,1.0294
2026,3,13,21,0.0,0.441,114.89,1.0457,1.0457,1.0771,1.0248
2026,3,13,22,0.0,0.2795,116.31,1.0321,1.0321,1.063,1.0114
2026,3,13,23,0.0,0.4969,107.75,1.0103,1.0103,1.0406,0.9901
2026,3,14,0,0.0,0.3459,84.94,0.9819,0.9819,1.0114,0.9623
2026,3,14,1,0.0,0.3356,90.35,0.9489,0.9489,0.9773,0.9299
2026,3,14,2,0.0,0.4829,82.14,0.9134,0.9134,0.9408,0.8951
